sentence_id,dialect,sentence,tokens,pos_tags,token_count
159,Tunis,شنوة كان انطباعك؟,شنوة كان انطباعك ؟,part_interrog verb_pseudo noun punc,4
160,Tunis,بالطبيعة. تحب قهوتك مع العشاء ولا بعد؟,بالطبيعة . تحب قهوتك مع العشاء ولا بعد ؟,noun punc verb noun prep noun conj noun punc,9
161,Tunis,باش نسافر في الرحلة اثناش لطوكيو.,باش نسافر في الرحلة اثناش لطوكيو .,part verb prep noun noun_num noun_prop punc,7
162,Tunis,نحب نعمل تلفون للخارج، عيشك.,نحب نعمل تلفون للخارج ، عيشك .,verb verb noun noun punc interj punc,7
5,Jerusalem,هناك، قدام مكتب استعلامات السياح بالزبط.,هناك ، قدام مكتب استعلامات السياح بالزبط .,adv punc prep noun noun noun adv punc,8
9,Jerusalem,عمري ما سمعت هدا العنوان هون.,عمري ما سمعت هدا العنوان هون .,noun part_neg verb pron_dem noun adv punc,7
11,Jerusalem,خليك ماشي دغري لتلاقي صيدلية.,خليك ماشي دغري لتلاقي صيدلية .,verb adv adv verb noun punc,6
26,Jerusalem,قديش الفطور؟,قديش الفطور ؟,adv_interrog noun punc,3
27,Jerusalem,كيف بقدر أساعدك؟,كيف بقدر أساعدك ؟,adv_interrog verb verb punc,4
30,Jerusalem,روح شمال عند الكورنر التالتة.,روح شمال عند الكورنر التالتة .,verb adv prep noun adj punc,6
50,Jerusalem,بتحب السكر و الكريمة مع قهوتك؟,بتحب السكر و الكريمة مع قهوتك ؟,verb noun conj noun prep noun punc,7
64,Jerusalem,بتقدر تصرفلي شك الميتين دولار تبعي؟,بتقدر تصرفلي شك الميتين دولار تبعي ؟,verb verb noun noun_num noun noun punc,7
74,Jerusalem,ازا لازم يظهر، احكي معي.,ازا لازم يظهر ، احكي معي .,conj_sub adv verb punc verb prep punc,7
86,Jerusalem,وين الكوفي شوب؟,وين الكوفي شوب ؟,adv_interrog noun noun punc,4
87,Jerusalem,بدي جرزة أطفال.,بدي جرزة أطفال .,verb noun noun punc,4
91,Jerusalem,طيب. بتكلف خمسة و تمانين سنت للبريد العادي و تلات دولارات بالزبط اضافية للتوصيل الخاص.,طيب . بتكلف خمسة و تمانين سنت للبريد العادي و تلات دولارات بالزبط اضافية للتوصيل الخاص .,interj punc verb noun_num conj noun_num noun noun adj conj noun_num noun adv adj noun adj punc,17
120,Jerusalem,لو كنت مكانك بشتريه.,لو كنت مكانك بشتريه .,conj_sub verb noun verb punc,5
129,Jerusalem,رح ألاقي صعوبات في الجمارك؟,رح ألاقي صعوبات في الجمارك ؟,part_fut verb noun prep noun punc,6
130,Jerusalem,في عندك كندرة رسمي عريضة؟,في عندك كندرة رسمي عريضة ؟,part prep noun adj adj punc,6
140,Jerusalem,لأ. تاخد غرفة بتختين لاستعمال واحد؟ في عنا واحدة.,لأ . تاخد غرفة بتختين لاستعمال واحد ؟ في عنا واحدة .,part_neg punc verb noun noun noun noun_num punc prep prep noun_num punc,12
143,Jerusalem,بدي كيرلي صغير، لو سمحت.,بدي كيرلي صغير ، لو سمحت .,verb noun adj punc conj_sub verb punc,7
145,Jerusalem,بدها بيرة.,بدها بيرة .,verb noun punc,3
157,Jerusalem,صباح الخير. كيف حالك؟,صباح الخير . كيف حالك ؟,noun noun punc adv_interrog noun punc,6
158,Jerusalem,متأسف محتاج اني أشوف بطاقة الهوية.,متأسف محتاج اني أشوف بطاقة الهوية .,adj adj conj_sub verb noun noun punc,7
169,Jerusalem,شو نوع الصوص؟,شو نوع الصوص ؟,pron_interrog noun noun punc,4
170,Jerusalem,هدا بارد شوي. بتقدر تسخنه؟,هدا بارد شوي . بتقدر تسخنه ؟,pron_dem adj adv punc verb verb punc,7
173,Jerusalem,متأسف، هدا المكان محجوز.,متأسف ، هدا المكان محجوز .,adj punc pron_dem noun adj punc,6
176,Jerusalem,أنا منيح. بس بتقدر تكلملي صاحبي؟,أنا منيح . بس بتقدر تكلملي صاحبي ؟,pron adj punc adv verb verb noun punc,8
177,Jerusalem,شكرا، هيك بكفي.,شكرا ، هيك بكفي .,interj punc adv verb punc,5
184,Jerusalem,مين صاحبك المفضل؟,مين صاحبك المفضل ؟,pron_interrog noun adj punc,4
187,Jerusalem,يوم الصحة و الرياضة العالمي في العاشر من اكتوبر هو يوم وطني مخصص للتوعية بصحة الناس.,يوم الصحة و الرياضة العالمي في العاشر من اكتوبر هو يوم وطني مخصص للتوعية بصحة الناس .,noun noun conj noun adj prep adj prep noun_prop pron noun adj adj noun noun noun punc,17
192,Jerusalem,بدك ياني أفحص تحت غطا السيارة؟,بدك ياني أفحص تحت غطا السيارة ؟,verb pron verb noun noun noun punc,7
206,Jerusalem,بتقدر تساعدني ألاقي شنتتي؟,بتقدر تساعدني ألاقي شنتتي ؟,verb verb verb noun punc,5
221,Jerusalem,بتعمل الترتيبات قبل بوقت؟,بتعمل الترتيبات قبل بوقت ؟,verb noun noun noun punc,5
238,Jerusalem,عم بساعدوني. شكرا الك.,باش بساعدوني . شكرا الك .,part verb punc interj prep punc,6
261,Jerusalem,لما توصل هناك، اسأل حدا تاني، لو سمحت.,لما توصل هناك ، اسأل حدا تاني ، لو سمحت .,conj_sub verb adv punc verb noun adj punc conj_sub verb punc,11
280,Jerusalem,بدي التحويلة رقم أربعة و عشرين، لو سمحت.,بدي التحويلة رقم أربعة و عشرين ، لو سمحت .,verb noun noun noun_num conj noun_num punc conj_sub verb punc,10
285,Jerusalem,هي دولارين. خلي الباقي معك.,هي دولارين . خلي الباقي معك .,pron noun punc verb noun prep punc,7
315,Jerusalem,واحد هامبرغر وواحد برغر مع جبنة، لو سمحت.,واحد هامبرغر وواحد برغر مع جبنة ، لو سمحت .,noun_num noun noun_num noun prep noun punc conj_sub verb punc,10
319,Jerusalem,قديش بتاخد على العملية؟,قديش بتاخد على العملية ؟,adv_interrog verb prep noun punc,5
320,Jerusalem,كل واحد فينا بدو يدفع عن وجبتو.,كل واحد فينا بدو يدفع عن وجبتو .,part noun prep verb verb prep noun punc,8
326,Jerusalem,الموقع كان على كرسي في اللوبي.,الموقع كان على كرسي في اللوبي .,noun verb_pseudo prep noun prep noun punc,7
333,Jerusalem,لو سمحت اصرفلي الين لجنيهات.,لو سمحت اصرفلي الين لجنيهات .,conj_sub verb verb noun noun punc,6
346,Jerusalem,بدي قاموس جيبة، لو سمحت.,بدي قاموس جيبة ، لو سمحت .,verb noun noun punc conj_sub verb punc,7
360,Jerusalem,لشخصين على الساعة سبعة. باسم واتانبي.,لشخصين على الساعة سبعة . باسم واتانبي .,noun prep noun noun_num punc noun noun_prop punc,8
368,Jerusalem,ساعتي. نوعها سيكو و ديجيتال.,ساعتي . نوعها سيكو و ديجيتال .,noun punc noun noun_prop conj adj punc,7
370,Jerusalem,بنتشرف انا نعطيك مشروب من زوقك، وبعدو العشا. دليل كامل للمشروبات يلي بنقدمها على هاي الرحلة موجود في دليل المعلومات في مجلتنا.,بنتشرف انا نعطيك مشروب من زوقك ، وبعدو العشا . دليل كامل للمشروبات يلي بنقدمها على هاي الرحلة موجود في دليل المعلومات في مجلتنا .,verb pron verb noun prep noun punc conj noun punc noun adj noun pron_rel verb prep pron_dem noun adj prep noun noun prep noun punc,25
373,Jerusalem,انت ساكن هون؟,انت ساكن هون ؟,pron adj adv punc,4
375,Jerusalem,وين محل الهدايا؟,وين محل الهدايا ؟,adv_interrog noun noun punc,4
386,Jerusalem,أنا على أوتوستراد رقم واحد جنب خليج مورو.,أنا على أوتوستراد رقم واحد جنب خليج مورو .,pron prep noun noun noun_num prep noun noun_prop punc,9
391,Jerusalem,بدي منبه، لو سمحت.,بدي منبه ، لو سمحت .,verb noun punc conj_sub verb punc,6
398,Jerusalem,على فكرة، اسمي هيروشي ايجيما.,على فكرة ، اسمي هيروشي ايجيما .,prep noun punc noun noun_prop noun_prop punc,7
401,Jerusalem,هدا القطار بوقف عند ليك فوريست، صح؟,هدا القطار بوقف عند ليك فوريست ، صح ؟,pron_dem noun verb prep noun_prop noun_prop punc adj punc,9
408,Jerusalem,أغلب اليابانيين بياكلو الأخطبوط و الحبار.,أغلب اليابانيين بياكلو الأخطبوط و الحبار .,adj noun verb noun conj noun punc,7
416,Jerusalem,بقدر أحجز تزكرتين درجة تانية لشيكاغو، لو سحمت؟,بقدر أحجز تزكرتين درجة تانية لشيكاغو ، لو سحمت ؟,verb verb noun noun adj noun_prop punc conj_sub verb punc,10
419,Jerusalem,رحت على نيو يورك.,رحت على نيو يورك .,verb prep noun_prop noun_prop punc,5
423,Jerusalem,شو رقم الرحلة؟,شو رقم الرحلة ؟,part_interrog noun noun punc,4
442,Jerusalem,وحدة لنيو يورك، لو سمحت.,وحدة لنيو يورك ، لو سمحت .,noun noun_prop noun_prop punc conj_sub verb punc,7
446,Jerusalem,لأكم من يوم.,لأكم من يوم .,adv_interrog prep noun punc,4
447,Jerusalem,التاني على الشمال.,التاني على الشمال .,adj prep noun punc,4
471,Jerusalem,هدا الكرت، منيح؟,هدا الكرت ، منيح ؟,pron_dem noun punc adj punc,5
488,Jerusalem,هون مكتب الاستقبال؟ في عيادة قريبة؟,هون مكتب الاستقبال ؟ في عيادة قريبة ؟,adv noun noun punc prep noun adj punc,8
493,Jerusalem,بكفو عشرة دولارات للتكسي؟,بكفو عشرة دولارات للتكسي ؟,verb noun_num noun noun punc,5
503,Jerusalem,طعمو غريب.,طعمو غريب .,noun adj punc,3
512,Jerusalem,أه. استنى، رح أجيبلك واحد.,أه . استنى ، رح أجيبلك واحد .,interj punc verb punc part_fut verb noun punc,8
516,Jerusalem,نص قنينة، لو سمحت.,نص قنينة ، لو سمحت .,noun noun punc conj_sub verb punc,6
540,Jerusalem,مش مزبوط. أي اشي مش غالي.,مش مزبوط . أي اشي مش غالي .,part_neg adj punc part noun part_neg adj punc,8
548,Jerusalem,عم بتدور على اشي؟,باش بتدور على اشي ؟,part verb prep noun punc,5
551,Jerusalem,أربع ليالي.,أربع ليالي .,noun_num noun punc,3
553,Jerusalem,بدي شوية جرابات.,بدي شوية جرابات .,verb noun noun punc,4
565,Jerusalem,بتقدر ترخصها عشان عليها شوية بقع؟,بتقدر ترخصها عشان عليها شوية بقع ؟,verb verb prep prep noun noun punc,7
571,Jerusalem,زلمة خبط في. و بعدين اكتشفت انه جزداني انسرق.,زلمة خبط في . و بعدين اكتشفت انه جزداني انسرق .,noun verb prep punc conj adv verb pron_rel noun verb punc,11
599,Jerusalem,مش متأكدة ازا حضرت أواعي كفاية لرحلة تلات أسابيع.,مش متأكدة ازا حضرت أواعي كفاية لرحلة تلات أسابيع .,part_neg adj conj_sub verb noun adj noun noun_num noun punc,10
612,Jerusalem,طيب، حابين نجرب نبيد أبيض.,طيب ، حابين نجرب نبيد أبيض .,interj punc verb verb noun adj punc,7
631,Jerusalem,ازا حدا سأل عني، احكيلهم رح أكون في الكوفي شوب.,ازا حدا سأل عني ، احكيلهم رح أكون في الكوفي شوب .,conj_sub noun verb prep punc verb part_fut verb prep noun noun punc,12
632,Jerusalem,متأكد انه كان في الجيبة الجوانية للكبوت.,متأكد انه كان في الجيبة الجوانية للكبوت .,adj conj_sub verb prep noun adj noun punc,8
641,Jerusalem,بقدر أعرف اسم و رقم الحفلة يلي بدك ياها؟,بقدر أعرف اسم و رقم الحفلة يلي بدك ياها ؟,verb verb noun conj noun noun pron_rel verb pron punc,10
643,Jerusalem,رح تدفعلي شركة الطيران عشان أشتري احتياجاتي الأساسية؟,رح تدفعلي شركة الطيران عشان أشتري احتياجاتي الأساسية ؟,part_fut verb noun noun prep verb noun adj punc,9
650,Jerusalem,بدي غرفة مع حمام.,بدي غرفة مع حمام .,verb noun prep noun punc,5
652,Jerusalem,ما طلع اشي من الماكنة؟,ما طلع اشي من الماكنة ؟,part_neg verb noun prep noun punc,6
667,Jerusalem,كان المفروض تسافر بالرحلة تمنية اتنين صفر، يلي طلعت من ربع ساعة. طيب. بقدر أزبطلك رحلة تانية.,كان المفروض تسافر بالرحلة تمنية اتنين صفر ، يلي طلعت من ربع ساعة . طيب . بقدر أزبطلك رحلة تانية .,verb_pseudo noun verb noun noun_num noun_num noun_num punc pron_rel verb prep noun noun punc interj punc verb verb noun adj punc,21
673,Jerusalem,في حدا فضالي الصندوق.,في حدا فضالي الصندوق .,prep noun noun noun punc,5
679,Jerusalem,اوه، ولا اشي. انت هون، على كل حال.,اوه ، ولا اشي . انت هون ، على كل حال .,interj punc part_neg noun punc pron adv punc prep noun noun punc,12
680,Jerusalem,الطيران الياباني، رحلة رقم واحد اتنين تلاتة.,الطيران الياباني ، رحلة رقم واحد اتنين تلاتة .,noun adj punc noun noun noun_num noun_num noun_num punc,9
681,Jerusalem,بدي أشتري شامبو.,بدي أشتري شامبو .,verb verb noun punc,4
683,Jerusalem,بتقدر تحكيلي ايمتا بنوصل على المركز المدني؟,بتقدر تحكيلي ايمتا بنوصل على المركز المدني ؟,verb verb adv_interrog verb prep noun adj punc,8
688,Jerusalem,وين بلاقي أقرب لحام؟,وين بلاقي أقرب لحام ؟,adv_interrog verb adj noun punc,5
703,Jerusalem,بدنا نضل لأربع ليالي من أول أغسطس.,بدنا نضل لأربع ليالي من أول أغسطس .,verb verb noun_num noun prep adj noun_prop punc,8
708,Jerusalem,شو اسم هديك الوردة؟,شو اسم هديك الوردة ؟,adv_interrog noun pron_dem noun punc,5
719,Jerusalem,خمستاعش سبتمبر هو يوم احترام الشيخوخة.,خمستاعش سبتمبر هو يوم احترام الشيخوخة .,noun_num noun_prop pron noun noun noun punc,7
723,Jerusalem,ما في صابونة في غرفتي.,ما في صابونة في غرفتي .,part_neg part noun prep noun punc,6
741,Jerusalem,في اشي بقدر أخدو لهدا الحب؟,في اشي بقدر أخدو لهدا الحب ؟,part noun verb verb pron_dem noun punc,7
742,Jerusalem,بتقدر تغيير شو حكيت هلأ؟,بتقدر تغيير شو حكيت هلأ ؟,verb noun pron_rel verb adv punc,6
761,Jerusalem,قديش الطلب بياخد وقت؟,قديش الطلب بياخد وقت ؟,adv_interrog noun verb noun punc,5
773,Jerusalem,ممكن تعلي صوتك، لو سمحت؟,ممكن تعلي صوتك ، لو سمحت ؟,adj verb noun punc conj_sub verb punc,7
777,Jerusalem,قديش بدها وقت قبل ما تجهز؟,قديش بدها وقت قبل ما تجهز ؟,adv_interrog verb noun noun conj_sub verb punc,7
786,Jerusalem,وين معلومات الرياضة؟,وين معلومات الرياضة ؟,adv_interrog noun noun punc,4
787,Jerusalem,هدا القياس، يلي بتحكيلو القياس العادي، بيزبط.,هدا القياس ، يلي بتحكيلو القياس العادي ، بيزبط .,pron_dem noun punc pron_rel verb noun adj punc verb punc,10
793,Jerusalem,وين رح تخلص الجولة، و ايمتا؟,وين رح تخلص الجولة ، و ايمتا ؟,adv_interrog part_fut verb noun punc conj adv_interrog punc,8
848,Jerusalem,وين لازم أغير القطارات عشان أوصل لايدنبيره؟,وين لازم أغير القطارات عشان أوصل لايدنبيره ؟,adv_interrog adj verb noun prep verb noun_prop punc,8
855,Jerusalem,حابب أحط هدا في صندوق أمانات.,حابب أحط هدا في صندوق أمانات .,verb verb pron_dem prep noun noun punc,7
859,Jerusalem,وين بقدر أغير المصاري؟,وين بقدر أغير المصاري ؟,adv_interrog verb verb noun punc,5
897,Jerusalem,بنقدر نترك أغراضنا، ما عدا الغالية، في الباص؟,بنقدر نترك أغراضنا ، ما عدا الغالية ، في الباص ؟,verb verb noun punc prep prep adj punc prep noun punc,11
902,Jerusalem,مش عارف الرسوم يلي بفاتورتي لشو.,مش عارف الرسوم يلي بفاتورتي لشو .,part_neg adj noun pron_rel noun part_interrog punc,7
